,2.0,2.2,2.4,2.6,2.8,3.0
0,1.0,1.0,1.0,1.0,1.0,1.0
1,-0.25,-0.25,-0.25,-0.25,-0.5,0.0
2,0.0,0.0,0.0,0.0,0.333333333333334,-0.333333333333334
3,0.0,0.0,0.5,0.5,0.0,0.5
4,-1.0,0.0,0.0,-1.0,-1.0,0.0
