,2.25,2.27
0,1.0,1.0
1,0.39764102564102533,0.22343589743589759
2,0.36526315789473662,0.022789473684210498
3,0.29637837837837877,-0.011837837837837779
4,0.29544444444444384,-0.033111111111111063
5,0.31817142857143027,-0.0019428571428571312
6,0.36352941176470627,0.031764705882352862
7,0.40169696969697255,-0.0072727272727272606
8,0.38931250000000001,0.010562500000000001
9,0.24567741935483856,-0.030903225806451624
10,0.34213333333333101,0.046533333333333336
11,0.33475862068965384,0.030896551724137963
12,0.43792857142857194,-0.025071428571428536
13,0.36007407407407693,-0.02733333333333338
14,0.36384615384615276,0.015076923076923134
15,0.29760000000000092,0.088079999999999339
16,0.36999999999999961,0.092500000000000138
17,0.30521739130434838,0.030869565217391304
18,0.35136363636363738,-0.051636363636363723
19,0.34428571428571458,-0.04209523809523797
20,0.38950000000000085,-0.070099999999999996
21,0.39094736842105637,-0.012842105263157931
22,0.30444444444444685,-0.0010000000000000046
23,0.41505882352941315,0.029529411764705828
24,0.31824999999999998,-0.105
25,0.32839999999999897,-0.023066666666666655
26,0.23614285714285752,-0.039142857142857083
27,0.38907692307692504,-0.01569230769230771
28,0.399666666666667,0.051500000000000067
29,0.45345454545455094,0.0056363636363636416
30,0.37860000000000005,0.075200000000000267
31,0.38377777777777999,0.067555555555555494
32,0.42675000000000002,0.053249999999999999
33,0.32428571428571235,0.086000000000000049
34,0.36999999999999661,0.10499999999999991
35,0.15680000000000013,0.098000000000000337
36,0.094,-0.111
37,0.23866666666666495,-0.26533333333333259
38,0.57199999999999995,-0.16
39,1.0,0.53800000000000003
