,0.0,1.33333333333,2.66666666667,4.0
0,1.0,1.0,1.0,1.0
1,0.0,0.175,0.15,0.05
2,-0.1,-0.10000000000000002,0.06666666666666667,0.06666666666666667
3,0.05,-0.05,-0.25,0.05
4,-0.1,0.0,0.1,0.1
