,2.0,2.2,2.4,2.6,2.8,3.0
0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.5532631578947368,0.20357894736842116,0.14484210526315788,0.12105263157894741,0.2004210526315789,0.16905263157894757
2,0.4326666666666659,0.04777777777777775,0.03244444444444443,-0.005555555555555564,-0.028666666666666688,-0.027111111111111082
3,0.31200000000000094,0.03411764705882352,-0.025176470588235297,-0.059529411764705754,-0.04635294117647053,-0.0872941176470586
4,0.3445,0.06175,0.015,-0.03825,-0.005,-0.00325
5,0.3389333333333343,0.10826666666666658,0.01893333333333328,-0.02240000000000001,0.04719999999999997,-0.0037333333333333172
6,0.2674285714285713,0.028285714285714237,0.058571428571428476,0.054857142857142785,0.02371428571428575,-0.004571428571428531
7,0.37261538461538485,0.015384615384615387,-0.019076923076923057,0.10307692307692289,-0.015692307692307686,0.0027692307692307513
8,0.28566666666666696,-0.06399999999999993,-0.041333333333333395,-0.014333333333333344,0.010666666666666658,-0.040333333333333304
9,0.2701818181818191,-0.04618181818181815,-0.10290909090909105,0.02254545454545454,0.0610909090909091,0.059272727272727345
10,0.2879999999999992,0.004399999999999991,-0.047199999999999964,0.00959999999999998,-0.027600000000000038,-0.10280000000000004
11,0.27200000000000024,-0.059999999999999956,0.03999999999999996,-0.03333333333333334,-0.0022222222222221697,0.03733333333333332
12,0.2225,-0.004,-0.0225,0.1145,-0.047,-0.0115
13,0.11885714285714306,0.01657142857142861,-0.04514285714285701,0.03314285714285714,-0.08799999999999991,-0.037714285714285735
14,0.21466666666666676,0.07600000000000008,0.015999999999999986,0.04199999999999999,-0.0419999999999999,-0.04799999999999996
15,0.3016000000000008,0.021599999999999946,-0.06639999999999992,0.03360000000000003,-0.03840000000000003,-0.04720000000000004
16,0.352,0.118,-0.028,-0.081,0.114,-0.006
17,0.3239999999999999,-0.09866666666666658,-0.016,0.003999999999999998,0.030666666666666658,-0.049333333333333305
18,0.212,-0.154,-0.056,-0.152,0.13,0.202
19,-0.016,-0.012,0.044,0.232,0.128,0.484
