,2.26,2.33,2.4
0,1.0,1.0,1.0
1,-0.033435897435897359,-0.32902564102564169,-0.5642051282051288
2,0.21715789473684116,0.11463157894736858,0.29978947368421049
3,0.069945945945946109,0.061405405405405199,-0.13167567567567651
4,0.12322222222222202,-0.037555555555555654,0.036666666666666736
5,0.14365714285714279,0.073599999999999791,-0.028914285714285642
6,0.2416470588235291,0.18494117647058805,0.023999999999999938
7,0.1235151515151517,-0.051757575757575759,-0.014060606060606049
8,0.15125,0.1245,-0.019
9,0.11161290322580711,0.051225806451613037,0.057677419354838694
10,0.20226666666666673,-0.067333333333333273,-0.090400000000000202
11,0.15103448275862075,0.11737931034482771,0.16358620689655154
12,0.099571428571428727,-0.022999999999999955,0.06628571428571442
13,0.051555555555555681,0.028888888888888957,0.011407407407407404
14,0.15538461538461595,-0.075076923076923041,-0.1226153846153852
15,0.040640000000000245,0.10896000000000033,0.055679999999999515
16,0.12983333333333322,0.057999999999999642,-0.03033333333333341
17,0.24660869565217311,-0.13582608695652137,-0.0031304347826086945
18,0.23381818181818217,0.19581818181818059,-0.16436363636363646
19,0.070285714285714146,-0.096190476190476007,0.11695238095238071
20,0.17640000000000075,0.099800000000000125,-0.078800000000000037
21,0.15705263157894717,-0.054105263157894684,0.06147368421052616
22,0.0048888888888888897,0.13377777777777766,-0.22866666666666619
23,0.14188235294117682,-0.071999999999999814,0.14799999999999996
24,0.31624999999999998,-0.028750000000000001,-0.29575000000000001
25,0.13279999999999981,0.13413333333333313,0.3287999999999997
26,0.22228571428571625,-0.074000000000000149,-0.30685714285714227
27,0.21384615384615338,0.2504615384615384,0.06738461538461521
28,0.23133333333333184,-0.045666666666666716,0.094666666666666441
29,0.072363636363636311,0.13163636363636327,-0.19418181818181801
30,-0.16280000000000019,-0.053199999999999879,0.17000000000000029
31,0.14577777777777792,-0.0088888888888888906,-0.10577777777777747
32,0.090499999999999997,0.1245,-0.092499999999999999
33,0.078857142857142848,-0.22628571428571545,-0.033714285714285745
34,0.2660000000000004,0.15800000000000003,-0.25866666666666732
35,0.17760000000000037,0.093599999999999794,0.0
36,0.26300000000000001,0.076999999999999999,0.249
37,0.33200000000000018,0.11466666666666665,-0.66533333333333255
38,-0.20000000000000001,0.56399999999999995,1.0
39,-0.496,-1.0,-1.0
