,2.26,2.33,2.4
0,1.0,1.0,1.0
1,0.59794871794871907,0.20635897435897474,0.30317948717948751
2,0.60452631578947413,0.19842105263157839,0.0367368421052632
3,0.53870270270270193,0.18378378378378371,-0.04875675675675667
4,0.5721111111111119,0.091111111111111046,-0.04322222222222228
5,0.52251428571428638,0.24125714285714353,-0.061257142857142753
6,0.55882352941176205,0.15964705882352989,-0.082705882352941115
7,0.62775757575757862,0.13248484848484873,-0.1527272727272726
8,0.59512500000000002,0.037374999999999999,-0.017250000000000001
9,0.5055483870967723,0.035096774193548431,0.029032258064516109
10,0.57133333333333536,0.16840000000000016,-0.11146666666666663
11,0.58262068965517211,0.074482758620689579,-0.067724137931034406
12,0.67714285714285738,0.16485714285714248,-0.075285714285714483
13,0.57407407407407629,0.048740740740740564,-0.019703703703703685
14,0.62153846153846115,0.042461538461538516,-0.024769230769230752
15,0.57871999999999924,0.083360000000000045,0.040480000000000009
16,0.59333333333333227,0.17883333333333321,0.00033333333333333386
17,0.5335652173913038,0.17373913043478284,-0.14139130434782593
18,0.68381818181818199,0.14600000000000007,-0.012000000000000097
19,0.65333333333333288,0.25485714285714284,-0.094285714285714028
20,0.69120000000000081,0.17800000000000013,-0.12300000000000003
21,0.66252631578947674,0.20105263157894784,-0.12631578947368413
22,0.61688888888889082,0.18333333333333318,-0.10799999999999996
23,0.67223529411764582,0.22800000000000062,0.035294117647058774
24,0.58174999999999999,0.23325000000000001,0.0
25,0.57813333333333494,0.10559999999999985,-0.12586666666666657
26,0.35657142857142837,0.061428571428571339,-0.065142857142857058
27,0.5473846153846158,0.070153846153846039,-0.036923076923076871
28,0.5939999999999982,0.16600000000000009,0.10033333333333311
29,0.62000000000000199,0.13345454545454519,0.057090909090909178
30,0.51559999999999984,-0.0023999999999999846,0.0071999999999999625
31,0.56888888888888878,0.13955555555555529,0.046222222222222158
32,0.52149999999999996,0.1855,-0.0080000000000000002
33,0.44628571428571462,0.20114285714285682,0.019999999999999993
34,0.53666666666666507,0.22666666666666641,0.12333333333333335
35,0.32160000000000039,0.37200000000000089,0.11359999999999981
36,0.34699999999999998,0.25700000000000001,-0.33800000000000002
37,0.4653333333333301,0.29733333333333312,0.24266666666666722
38,0.60399999999999998,-0.34799999999999998,0.075999999999999998
39,1.0,1.0,0.043999999999999997
