,2.0,2.2,2.4,2.6,2.8,3.0
0,1.0,1.0,1.0,1.0,1.0,1.0
1,-0.333333333333334,-0.4444444444444432,-0.2222222222222216,-0.4444444444444432,-0.666666666666668,-0.7777777777777743
2,-0.25,0.375,-0.125,0.25,0.0,0.625
3,0.2857142857142851,0.0,0.14285714285714254,0.0,0.14285714285714254,-0.4285714285714296
4,-0.166666666666667,0.166666666666667,0.0,0.166666666666667,0.0,0.5
5,0.4000000000000003,0.20000000000000015,0.4000000000000003,-0.20000000000000015,0.0,-0.5999999999999979
6,-0.75,-0.25,-0.25,0.25,0.0,0.25
7,0.0,0.0,0.333333333333334,-0.333333333333334,0.0,0.333333333333334
8,-0.5,0.0,0.0,0.0,0.0,0.0
9,1.0,0.0,0.0,0.0,0.0,0.0
