,2.0,2.2,2.4,2.6,2.8,3.0
0,1.0,1.0,1.0,1.0,1.0,1.0
1,-0.01625,-0.0325,0.02875,0.02125,0.00125,-0.01375
2,-0.004999999999999998,0.02666666666666666,0.013333333333333338,0.0033333333333333327,0.02,0.04166666666666667
3,-0.0075,-0.0175,0.02,0.01,-0.0025,-0.0425
4,-0.005,0.03,-0.005,0.045,-0.005,-0.005
