,0.0,1.33333333333,2.66666666667,4.0
0,1.0,1.0,1.0,1.0
1,-0.25,0.0,-0.75,-0.25
2,0.0,0.0,0.33333333333333337,0.0
3,0.0,0.0,0.0,0.0
4,1.0,-1.0,-1.0,0.0
