,flux_a,hlr_a,e1_a,e2_a,x0_a,y0_a,flux_b,hlr_b,e1_b,e2_b,x0_b,y0_b
0,25000.33028121088,0.9986131084811452,0.006770904271718559,-0.003533698370969951,-0.8745452496541177,-0.015274548359952763,24949.778865878183,0.9942104494403948,-0.0068195328230273855,-0.00034355158483601045,0.9987675167744462,-0.06819023411401183
1,25817.607150611646,1.008225227282911,0.009906583250617107,-0.005430670300695883,-0.8920933847526736,0.045447292249252924,24405.753396022923,0.993518674762501,-0.009405956159848405,0.01755012643471998,0.8529224418864836,-0.081699767205267
2,27800.055030143772,1.0317724083327648,0.020899887736471223,-0.005237914579733216,-0.769882567119443,0.013297596179204124,22422.846428177287,0.9806524833991741,-0.02857777791075855,0.006374487389997352,1.0907732076314043,0.022483219234070723
3,25204.63229748467,1.0001051729064074,-0.002534861234688379,-0.01021510998924724,-0.8514473132898619,-0.09902335589156416,24625.26273991779,0.9947855491078093,-0.0036082719742730474,-0.01247486358005312,0.8717192638943289,0.0470921988098733
4,26144.95592357632,1.0157886396261526,0.010406258264843093,-0.007776643984531484,-0.8803302362258159,-0.04353727218918601,23708.02591723251,0.9855199129005859,-0.0033403790755929252,-0.014782746638575373,0.931593595001094,0.030551975947344358
5,22500.202451335423,0.9830695103798278,-0.023216858256514428,0.008219393901480077,-1.0660257946919105,0.036580626132322824,27598.01526303004,1.036275828658372,0.02126335976427285,0.0037586219057221815,0.7775623628898959,0.035398662325976105
6,23439.46099302691,0.9843997249976605,-0.018225139238035704,-0.0011171304070735077,-1.0044574952554628,-0.011036893213739738,26595.55373521309,1.0106552369714474,0.011783158316106657,-0.0032723041263853503,0.9014081368024286,0.03819929417508237
7,25278.977408186744,1.0009124456585012,0.005012728512480691,-0.009814617653258861,-0.8961131273138454,-0.09840564310985657,24911.95202064292,0.9994809458976104,0.0030020177670657677,-0.003698672886794818,0.854269809255193,0.0847676660925307
8,23741.663212994677,0.9780464777943008,-0.012237487956816673,0.0029544159948153847,-1.0151034476993195,0.006086152285986698,26584.82472902155,1.021996205579339,0.015627281369115398,0.005410446903944766,0.8895349695138358,-0.08508730516212838
9,25438.4862158336,0.997689912721877,-0.001303763778721212,-0.0097554405672714,-0.9508966692607931,0.06180252176544806,24594.804011287484,1.0033890983793854,-0.002757250085818286,-0.008170601458593385,0.8652789326385038,0.05655718414109263
10,22845.85117783381,0.9740983059435565,-0.02037228685555703,0.009753818130526337,-0.8713645802453783,0.060625219643026106,27014.730802601236,1.0130116424287468,0.007229597541251853,-0.004978970532216298,0.8399181264746147,0.012896885421607045
11,25222.569603992168,1.0064970314362287,0.0026613548983748236,-0.0024239600665311167,-0.8058707605578649,-0.021612663625917846,24747.722716915112,1.0036113603411971,-0.007295144789294272,0.0015154301624085154,0.8295936516844334,0.037408977123032865
12,23544.64641473701,0.9875409355996719,-0.01858552637944777,-0.010552091996992252,-1.0236415421411815,-0.06632643275383608,26267.374851139615,1.009546058672789,0.01143009851680954,0.0008649748358205978,0.8598201929980467,-0.06095421427540652
13,22882.318216215095,0.9766425106540749,-0.011665931908334204,-0.0016870085187157269,-0.9256632744708367,-0.06104232348399798,27283.783333503656,1.010067101287226,0.01743278607907739,-0.010231861073375592,0.7350809334894975,0.09285504584082871
14,23234.09859969096,0.9784197847372113,-0.023843721208404944,0.006838730688726202,-0.9923427328211035,-0.020972771262534613,26450.39050360655,1.0087115352938416,0.0059054395699428275,0.012190687351208096,0.8273481615643233,-0.049892278170361494
15,30015.177098163163,1.0478020120583986,0.04329172440542528,0.006161416989851731,-0.677128113602208,0.041037375564347695,19974.67619262768,0.9652314006800826,-0.02033665604764867,0.0035968079110719753,1.0151005392057686,0.05113758735174397
16,25054.55151329124,1.0051674156604062,0.005311129164747741,-0.0003507031687234319,-0.9693267248341602,0.02797556871484618,25183.80261317781,1.0183996460900915,-0.00016552100407862813,-0.005314103880270871,0.897754091216848,0.0721057723939031
17,23600.553840533626,0.9915449245422863,-0.013256724114383944,0.0034213114624348506,-0.8395249019878522,0.09328432531222915,26259.240452137718,0.9979957188542805,0.008989821148332688,-0.005686252061220309,0.7789539313637327,-0.052215857235132626
18,27410.288525015647,1.019629238839619,0.025362332881208594,-0.00025144875375959774,-0.7274351437140487,0.0012143305237536177,23009.070427934792,0.9866955044311259,-0.02527830138558007,-0.01352058803207945,1.031652879822341,0.10434014675164127
19,23343.99051386545,0.9965385208352896,-0.008145478439128384,-0.0003370766133836689,-0.9553739829119315,0.05987284529067071,26568.841341730753,1.0180163935098483,0.019136388243291447,-0.006464752639923077,0.8602445092328425,-0.0483784858317112
20,25717.094559401172,1.011536013080238,0.004767178230298819,6.609423957804061e-05,-0.966170188692283,-0.07731739115702435,24145.785796760047,0.9856357760270114,-0.003086664507028103,0.004997575012225197,0.8372841165865648,-0.07900701659331172
21,22801.383289603385,0.977868662243467,-0.018742914959167134,-0.007268508143901897,-0.909566810972317,-0.06309410771448717,27238.62175097024,1.0197910076376424,0.011415972790495998,0.003356658278820146,0.8935253711324568,0.024172410094131895
22,24288.194019315775,0.9924397283718377,-0.004319697217744389,-0.006613801091499116,-0.9053081598180506,0.003353415100061751,26186.79455837267,1.0085597358509077,0.011637074428524574,-0.006689953029551443,0.9513440083550099,0.02840594962528613
23,27434.80014252429,1.0262539619337163,0.018744719766791595,-0.01814397915592625,-0.832787934820707,0.07437228004434078,22429.779058019627,0.9752561487201309,-0.02602623582220609,-0.0009118345490485291,1.0410448469858016,-0.0744202873984209
24,25895.75080312361,1.0168406271032575,0.004464114175772971,-0.00019080695546214166,-0.8029081601686724,0.01689177277339236,23631.287081210485,0.9758149217634774,-0.0050285643321533735,-0.007829277616828723,0.9710721698902876,0.04964301784361709
25,25925.036167783688,1.0052934795866366,0.005290948592769795,-0.012016069449304667,-0.9556235662435044,0.016364137345936752,23987.28807258748,0.9934634437458288,-0.011360379887045413,-0.011651456833394525,0.8652658697289132,0.10707000249538232
26,24472.14377506415,0.9900954965528193,-0.003167962911870159,-0.0007165499378474216,-1.0187313093287216,0.017281814478795322,25834.447170973115,1.0034752597644463,-0.0014263583899288834,-0.007460902327077634,0.9217686317291859,-0.034269247186172205
27,24023.03064210411,0.9874172489085974,-0.011788668661379176,0.010219030554067365,-0.8662787911339449,0.08223681392976603,26000.60812704499,1.012641738344922,0.00313529889218922,-0.0051306440765492844,0.9325560072093915,-0.05494923714293966
28,24228.470549021622,0.9973463606870369,-0.0011334102100002408,0.003837095569919513,-0.8775905776196535,0.015546812024358862,25475.761406216032,1.0074424312117405,0.006357399178253287,-0.010708746537704594,0.838882626714629,0.03304820979034366
29,24898.548290992454,1.0012978250746103,-0.002104985008772875,0.007292691640523485,-0.9336509850332768,0.040577127273076934,25086.732431687728,0.9966152410076837,-0.006528231229495085,-0.00839436849552011,0.8325524258667569,0.08122587206644605
30,25371.154695099693,1.0047104077860103,0.01133837085657008,-0.01360902848702783,-0.904458248105387,-0.00762965985672223,24512.31345727677,1.0058093499909855,0.0037812878650899107,-0.012515127573928475,0.8132035114602094,0.093713929434415
31,26537.45385236562,1.0058380792787107,-2.5683350000971217e-05,-0.007637351628188016,-0.7853941323532507,-0.0325966635760869,23742.993367516865,0.9815805493891927,-0.014626938618626406,-0.0069114690398570655,0.9085845955202857,0.017043417777115502
32,30077.584546809736,1.0379791583272957,0.0441776086942387,-0.006751628995691594,-0.6814700015967131,-0.07896512424329358,19976.62487638627,0.9665782901540408,-0.027954108258865573,0.006045914570164457,0.9658303698746291,-0.018372833121844886
33,25153.105485306838,1.0027843753904966,-0.005743132996129385,0.004212288559147126,-0.9325088159024512,0.061180832751075505,25150.360394831798,1.0046603561390506,0.0013508649478569668,-0.0025367580108034415,0.8973474385129895,0.025533814227472206
34,24161.128553981882,0.9946721530034834,-0.0011895540955666473,-0.008380111065163898,-0.8833522508715704,-0.06010532044999491,25773.682946094457,1.0081049172147052,0.012307328772592219,0.004440971669014804,0.7900593948791518,-0.06397699269021627
35,26329.44498997775,1.0074347680257612,0.014818951831010563,-0.01678259672018223,-0.8523815788232036,0.02923894924236188,23830.412482765863,0.9917351784574288,-0.012675733648535359,-0.005743680937584705,0.9776383032657563,-0.05258619357610382
36,24498.010162321545,0.9996164340527911,-0.012738963333816855,-0.01955120849573877,-0.8760659328450752,-0.08222346792086625,25224.755819456765,1.0011446113022306,-0.00010244714652840603,-0.013472643980030896,0.855486789182191,0.08982673662694486
37,25833.58713643212,0.9989648406518014,0.014878221221422794,-0.0172755276590828,-0.9387002425458534,-0.029439853063429746,24478.44501307112,0.9981151826934345,-0.010742406687864858,-0.016102003103637852,0.9842440964241895,0.058307070650924456
38,24949.041545377666,0.9826607392323652,0.004300893730241673,0.003946242395493682,-0.9260687861323924,0.04125745135375578,25081.201404549807,1.0027783322339507,-0.008995628318439808,0.0051210850105423145,0.9974863466293464,0.03428050597088217
39,25162.207650422024,0.9949454604814637,-0.009500687712375444,-0.004272487725285434,-0.9306382107065136,0.12114245700868041,25047.94346612253,1.000657848508563,-0.009705832231838296,0.001840161784535832,0.9687541322111899,-0.052308006791541684
40,24363.03377825623,0.9902315902179133,-0.002079943063835632,0.006102074094246346,-0.9504724540171002,0.08161437344399142,25610.812603164846,0.9998000356784074,-0.004100818159572084,0.005646121336732923,0.9265130989157669,-0.005729048865253075
41,24671.73061619532,0.9936642990742586,-0.009380805477509191,-0.010251596613100267,-0.9999447694942695,0.06870964630545745,25254.87784929311,0.9949724572197548,0.002358565854861494,-0.009059648098102335,0.8808104305187408,0.007297246438095926
42,26038.734454778907,1.0058542680612947,-0.0024774834651927202,0.007336665532517217,-0.8498886097949144,0.028357230642983657,24139.517013671575,0.9914475628665591,-0.009066507415849356,0.011932693704311048,0.8371236010210067,-0.06869540012847461
43,25516.066129788236,1.0006794721867904,0.0092433585497389,0.01876634852929915,-0.9302887504860236,-0.023337171431425913,24341.757027644315,0.9893039732248247,-0.004279820219263875,0.00891043943527925,0.9580714448568773,-0.011918876709233691
44,25873.506169768934,1.012202463125538,0.017628019251197058,-0.0005095051562729047,-0.8213389811383128,-0.010607333980079764,24606.91581435893,0.9950567703241082,0.003780122184497081,0.005687917197417791,0.9309455133544025,-0.1008166265708981
45,24053.231365668747,0.9866886663499136,-0.0075936213013506615,-0.0023268685094166575,-0.9367059934097327,-0.02759495521645216,26151.949376907658,1.0071686967433173,0.005729029605151537,0.00023612024800168108,0.8582946572549446,0.07562334510321236
